id,match_id,team_id,pens_attempt,pens_conceded,drops_attempt,kicks,passes,runs,meters,breaks,def_beaten,offloads,rucks_init,rucks_won,mall_init,mall_won,turnovers,tackles_made,tackles_missed,scrums_won_on_feed,scrums_lost_on_feed,lineouts_won_on_throw,lineouts_lost_on_throw,yellow_cards,red_cards
1,300725,4,3,,0,31,137,114,251,5,21,4,101,95,8,6,14,122,28,7,0,15,0,0,0
2,300725,1,2,,1,28,124,113,352,14,28,14,81,77,6,2,10,132,21,5,0,10,1,1,0
3,295107,2,2,,1,20,190,152,398,10,36,5,129,125,8,8,10,150,15,4,0,12,0,0,0
4,295107,4,3,,1,27,130,120,223,10,15,10,90,89,4,4,10,214,36,3,0,9,1,0,0
5,295106,20,4,,0,14,142,121,501,14,21,6,91,88,2,2,14,208,36,7,1,4,1,0,0
6,295106,3,0,,0,13,210,148,501,5,36,4,129,128,7,6,15,153,21,1,0,15,5,0,0
7,299414,3,3,5,0,30,208,164,373,6,24,5,133,129,4,4,11,188,24,7,0,11,2,0,0
8,299414,8,2,11,1,23,212,159,338,5,24,7,129,125,2,1,17,198,24,5,0,7,1,0,0
9,299076,4,5,,0,32,119,109,319,8,10,6,79,74,4,3,13,151,15,5,2,9,2,0,0
10,299076,6,2,,0,25,182,136,361,8,15,11,96,92,7,3,14,111,10,6,1,11,3,0,0
11,296609,1,5,,0,35,145,105,319,13,20,8,79,77,4,2,12,165,23,6,2,6,1,1,0
12,296610,1,0,,1,37,88,87,280,5,15,3,68,66,5,5,12,194,46,5,1,10,5,0,0
13,299411,3,4,,0,19,240,183,325,5,24,4,147,145,7,7,10,120,17,5,0,10,3,0,0
14,296609,5,3,,0,27,155,130,381,4,23,0,109,107,6,5,19,113,20,5,1,14,4,0,0
15,296610,8,2,,1,38,156,151,431,14,46,10,118,116,6,6,20,105,15,6,0,13,1,0,0
16,299413,20,2,,0,16,182,136,373,8,15,9,111,105,7,7,6,85,9,4,1,10,0,1,0
17,299411,10,4,,1,20,148,112,236,6,17,3,94,91,6,4,8,210,24,3,1,8,1,0,0
18,299413,81,2,,0,13,100,82,296,8,9,5,59,55,3,1,11,171,15,2,1,12,2,1,0
19,299412,9,5,,1,36,119,118,330,8,22,8,94,88,5,4,13,87,8,4,0,13,2,0,0
20,299412,5,5,,0,37,120,88,230,3,8,4,68,64,6,6,21,124,22,4,0,16,0,0,0
21,299077,4,2,,0,27,185,151,634,22,31,18,93,93,4,4,9,130,10,5,1,7,0,0,0
22,299077,16,1,,0,13,88,105,348,4,10,5,81,76,2,2,13,135,31,3,0,4,3,1,0
23,299065,7,1,,0,15,44,49,123,3,9,3,34,32,7,4,15,141,51,5,2,10,3,0,0
24,299065,15,0,,0,13,172,144,663,20,51,10,87,83,6,5,17,55,9,9,0,10,2,0,0
25,298660,11,3,11,0,25,97,107,317,8,20,0,80,78,5,5,10,147,25,5,1,12,0,1,0
26,298660,2,2,8,0,20,150,119,361,9,25,1,93,92,6,5,16,115,20,5,1,13,1,0,0
27,296319,8,3,,0,25,169,127,615,17,23,10,81,81,4,4,16,69,16,7,0,13,0,0,0
28,296319,9,3,,0,14,77,71,243,9,16,10,45,44,3,2,14,118,23,3,1,7,5,1,0
29,294422,2,2,,1,17,191,177,404,9,20,6,129,125,6,5,16,79,20,3,2,12,0,0,0
30,294422,8,1,,0,19,117,95,496,15,20,10,59,55,3,2,11,177,20,10,0,17,2,2,0
31,294421,1,2,,1,42,101,96,351,7,16,11,60,58,5,5,14,130,22,8,0,9,1,0,0
32,294421,6,3,,0,29,158,123,431,9,22,7,93,89,5,4,18,82,16,9,0,10,2,2,0
33,294985,4,4,,0,14,191,127,414,12,20,17,89,85,4,4,20,150,3,6,1,14,1,0,0
34,294985,6,2,,0,23,143,112,373,3,3,3,89,87,6,6,11,136,20,8,1,7,1,1,0
35,294312,6,3,,0,19,182,141,494,6,26,5,114,108,2,2,18,90,9,2,0,11,1,0,0
36,294312,8,2,,0,24,126,95,266,9,9,12,71,68,3,3,9,152,26,9,1,10,1,0,0
37,294310,6,4,,0,23,167,120,596,7,17,4,89,84,1,1,13,80,21,7,1,7,4,0,0
38,294310,5,4,,1,27,94,74,307,17,21,7,57,56,6,5,15,143,17,7,1,12,1,0,0
39,294432,23,4,,0,20,119,103,350,12,36,5,72,71,3,3,12,167,32,3,3,10,1,0,0
40,268593,8,1,,0,28,196,115,564,15,32,11,79,74,4,4,13,114,19,7,0,13,1,0,0
41,294432,6,0,,0,21,201,158,616,13,32,15,119,112,3,3,11,112,36,3,1,13,0,0,0
42,268593,5,1,,0,18,112,102,252,4,19,8,84,79,1,1,18,109,32,3,3,9,5,0,0
43,268591,8,2,,0,23,182,151,626,13,43,9,105,100,1,0,21,102,17,8,0,8,1,1,0
44,268591,10,5,,2,24,110,99,240,2,17,2,78,77,2,2,16,140,43,7,1,4,2,0,0
45,294311,6,1,,0,16,170,133,598,13,28,13,85,83,3,2,14,142,18,10,0,7,1,0,0
46,294311,10,4,,0,18,140,127,314,9,18,11,97,94,4,4,12,150,28,4,1,11,0,1,0
47,268589,8,0,6,0,9,197,149,537,17,32,9,106,103,4,4,18,94,14,9,0,13,0,0,0
48,268589,6,1,13,0,12,123,90,432,9,14,7,71,68,1,1,9,140,32,6,2,5,0,0,0
49,294729,14,6,15,0,17,100,99,357,5,32,8,63,60,1,1,12,81,9,6,1,9,1,2,0
50,294729,2,1,8,0,16,133,94,315,3,9,4,56,53,8,8,16,95,32,6,0,13,2,1,0
51,294306,6,2,,0,13,146,94,511,15,15,10,64,61,10,8,20,139,25,6,0,14,0,1,0
52,294306,14,1,,0,7,160,141,452,7,25,22,95,94,1,1,17,84,15,6,3,9,0,0,0
53,255031,3,2,10,0,24,164,146,337,4,16,4,114,113,8,5,13,107,10,7,0,13,1,0,0
54,255031,1,3,9,0,29,93,90,241,3,10,3,66,64,6,4,11,172,16,8,0,9,2,0,0
55,255021,4,1,10,1,25,167,145,399,10,17,7,118,117,5,5,16,185,23,4,1,11,0,0,0
56,255021,3,3,4,0,28,236,166,398,8,23,5,142,140,6,5,16,156,17,4,0,10,3,1,0
57,255007,20,0,16,0,28,105,95,344,6,18,4,64,62,3,3,12,153,24,7,0,7,2,1,0
58,255007,4,5,5,0,35,160,149,486,10,24,7,105,103,6,6,11,101,18,7,1,13,0,0,0
59,255003,2,2,9,0,19,145,133,311,6,9,4,107,105,4,3,13,242,32,1,0,10,2,0,0
60,255003,3,1,7,0,18,232,186,534,12,32,5,160,155,5,4,12,152,9,5,0,12,2,0,0
61,281441,1,4,,2,18,131,106,436,10,22,3,80,79,8,6,11,136,20,8,1,6,0,0,0
62,281441,6,4,,0,9,148,116,427,9,20,3,93,89,5,4,16,105,22,6,0,9,1,1,0
63,255005,1,5,,0,23,120,99,455,8,14,8,80,79,10,9,13,117,25,6,1,15,1,1,0
64,255005,9,4,,0,21,152,124,586,13,25,13,83,80,9,7,14,104,14,9,0,9,2,0,0
65,255011,4,3,10,0,17,176,140,334,10,18,1,125,123,2,1,11,189,17,2,1,8,1,0,0
66,255011,1,4,6,0,20,184,148,432,9,17,8,119,115,8,8,14,178,18,7,0,9,0,0,0
67,281439,3,2,3,0,23,175,130,326,11,20,9,101,100,9,7,10,94,21,9,1,15,1,0,0
68,281439,6,1,13,0,9,198,117,495,11,21,9,80,76,5,2,19,131,20,3,1,9,1,2,0
69,281645,3,3,4,0,18,258,170,361,4,24,8,157,152,6,6,15,93,23,7,0,18,2,0,0
70,281645,8,0,14,0,21,153,104,470,11,23,13,72,65,2,1,19,193,24,7,0,7,0,2,0
71,281437,9,3,,1,11,209,155,495,18,26,26,100,93,3,3,14,137,24,6,0,10,0,1,0
72,281437,6,2,,0,13,162,118,364,6,24,4,103,96,7,7,8,142,26,0,3,15,1,0,0
73,293999,12,3,19,0,24,76,76,271,7,19,7,55,53,10,9,10,105,33,8,0,12,1,1,0
74,293999,11,1,6,0,10,130,96,358,9,33,7,64,64,8,6,21,71,19,6,1,13,1,0,0
75,282897,1,1,12,0,19,145,104,558,18,30,6,67,64,8,7,11,123,25,7,1,12,0,0,0
76,282897,14,0,10,0,11,137,129,432,11,25,13,87,84,2,2,16,86,30,6,0,14,2,0,0
77,282895,4,3,,1,24,192,164,539,11,33,17,125,119,3,3,18,95,13,8,0,6,1,1,0
78,282895,23,4,,0,31,157,102,547,7,13,6,68,67,2,0,15,171,33,6,1,4,0,0,0
79,281643,3,0,9,0,18,221,163,506,15,29,8,126,124,6,6,14,101,3,9,0,10,1,0,0
80,281643,25,0,10,0,17,97,86,177,2,3,2,73,72,5,5,15,172,29,7,0,12,1,0,0
81,289305,81,1,6,0,21,143,138,539,9,26,14,102,102,10,8,20,38,11,4,0,10,1,1,0
82,289305,23,2,11,0,28,75,57,368,9,11,4,33,33,1,1,9,135,26,2,1,9,4,1,0
83,268579,8,1,,0,23,124,92,470,12,24,7,51,48,3,3,11,81,14,10,2,12,1,0,0
84,268579,5,2,,0,21,102,77,206,6,14,5,66,63,2,2,16,87,22,6,2,13,3,0,0
85,281087,5,7,,0,25,85,85,295,8,25,7,56,53,4,4,15,104,22,4,1,9,1,1,0
86,281087,10,4,,0,22,102,101,452,14,22,16,60,56,3,1,17,84,25,6,2,6,1,1,0
87,281085,5,5,,0,28,89,67,154,1,5,6,56,53,6,5,6,182,25,7,0,12,1,1,0
88,281085,3,3,,0,18,212,155,405,9,25,4,136,131,3,3,14,81,5,1,1,14,1,0,0
89,255001,9,7,,0,26,146,110,468,7,28,8,82,75,3,3,18,119,21,4,1,9,4,1,0
90,255001,1,5,,2,37,135,117,406,6,21,14,89,81,8,8,11,116,28,6,0,13,0,0,0
91,254993,1,6,,0,37,89,112,508,8,26,7,82,81,7,4,10,121,19,5,2,14,0,1,0
92,254993,4,0,,0,31,131,119,450,11,19,3,94,89,6,5,13,106,26,9,0,9,2,0,0
93,254989,1,4,12,0,26,126,116,458,4,18,3,87,82,8,5,12,152,24,5,0,6,1,2,0
94,254995,2,4,,0,30,115,89,227,4,13,2,77,74,4,4,4,85,16,9,2,8,1,0,0
95,254989,3,1,10,0,27,201,125,428,7,24,2,111,107,4,4,13,142,18,8,1,7,4,0,0
96,254995,9,3,,0,21,110,89,300,8,16,7,56,55,11,7,13,92,13,1,0,16,1,0,0
97,254985,4,5,,0,34,100,94,272,6,16,6,72,67,4,3,8,148,20,6,3,7,0,0,0
98,254983,20,5,,1,36,162,132,324,3,11,4,108,101,6,5,21,83,14,4,1,17,1,0,0
99,254985,9,2,,0,32,164,147,252,4,20,20,111,108,11,9,18,82,16,8,0,15,0,0,0
100,254983,1,3,,0,36,127,98,450,10,14,6,59,55,5,3,16,132,11,7,0,9,4,0,0
101,254987,20,2,,0,20,141,126,350,6,20,6,104,99,2,2,13,88,17,7,2,6,2,0,0
102,254987,2,6,,0,19,95,78,292,7,17,5,60,57,6,4,8,152,20,7,0,7,1,2,0
103,254973,9,3,,0,34,177,122,405,7,17,15,75,72,7,5,19,102,15,4,1,11,1,0,0
104,254973,20,3,,2,29,123,110,426,7,15,8,79,76,8,8,11,114,17,7,1,13,2,0,0
105,254991,3,1,,0,22,223,178,681,20,21,12,132,130,5,4,7,146,10,6,0,8,0,0,0
106,254991,20,1,,0,9,197,130,296,6,10,8,100,98,6,5,15,200,21,5,1,10,3,0,0
107,182003,1,0,,0,36,242,179,689,12,36,13,119,110,6,6,14,72,10,11,1,17,0,0,0
108,182003,29,1,,0,34,70,79,232,2,10,4,59,57,9,6,16,163,36,2,0,11,5,1,0
109,181989,4,3,,0,34,145,133,589,9,27,5,101,92,10,9,13,136,29,6,2,17,0,0,0
110,181989,14,4,,0,33,165,125,566,7,29,15,81,75,4,3,20,134,27,1,0,8,2,0,0
111,248941,9,5,,0,18,182,138,479,6,21,15,108,107,5,5,15,96,12,10,0,8,2,0,0
112,248941,2,3,,0,19,122,97,317,5,12,12,69,65,2,2,18,151,21,4,0,11,3,1,0
113,248677,1,3,6,0,33,213,130,381,9,26,14,103,100,7,6,16,155,12,3,2,14,0,0,0
114,248677,3,2,5,0,31,208,136,363,2,12,3,112,108,2,2,18,129,26,7,0,11,1,0,0
115,249679,3,1,,1,29,184,165,334,1,12,3,144,140,3,2,14,121,11,3,0,12,1,0,0
116,249679,4,3,,0,31,148,119,292,4,11,8,98,94,6,6,16,204,12,6,1,16,4,0,0
117,252323,4,6,,0,21,114,96,369,9,11,3,75,71,4,1,18,117,15,4,0,12,1,0,0
118,252323,20,2,,1,20,122,106,301,4,15,3,87,79,6,4,12,97,11,8,2,10,1,0,0
119,263325,20,5,,0,14,110,101,284,5,12,6,86,85,6,6,8,102,14,6,2,11,5,0,0
120,263325,2,4,,0,22,110,89,352,5,14,9,72,69,4,3,13,127,12,3,0,11,0,0,0
121,263333,2,4,,0,17,155,107,590,14,17,10,76,72,5,5,12,65,6,5,1,11,1,0,0
122,263333,20,0,,0,10,96,68,174,2,6,5,56,51,7,6,15,108,17,5,4,11,1,2,0
123,264181,11,1,11,0,21,114,100,352,6,22,10,79,75,0,0,15,114,18,4,1,10,1,1,0
124,248675,1,0,9,0,26,116,84,323,7,15,5,68,65,5,4,13,103,25,5,2,13,3,2,0
125,264181,6,0,6,0,18,147,108,471,18,18,5,79,77,0,0,18,126,22,9,0,16,2,0,0
126,244319,10,4,,0,17,131,106,376,10,20,14,80,77,3,2,11,122,22,3,5,6,4,1,0
127,248675,9,3,6,0,25,134,115,430,5,25,21,72,68,11,10,18,93,15,7,0,10,4,0,0
128,244319,5,3,,1,21,127,104,398,15,22,9,85,77,9,8,17,102,20,5,1,12,1,0,0
129,181974,4,0,,0,34,139,116,472,12,22,6,66,63,14,13,18,110,5,8,0,25,0,0,0
130,181974,29,4,,0,30,78,98,256,2,5,10,77,70,4,1,15,104,22,8,6,5,1,0,0
131,244311,10,3,,1,11,161,122,466,10,27,16,89,84,1,0,13,72,28,3,1,12,1,0,0
132,244311,6,5,,0,15,131,80,420,10,28,13,58,54,6,5,9,125,27,4,1,9,1,1,0
133,240555,15,4,9,0,11,100,90,338,7,13,6,68,61,4,3,27,69,17,8,2,10,1,0,0
134,240555,8,7,12,0,20,149,96,348,7,17,17,55,49,2,2,20,108,13,9,0,7,1,0,0
135,180687,3,5,,1,38,156,135,300,3,23,5,118,116,5,5,9,120,27,6,2,11,1,0,0
136,180692,2,1,,0,15,144,126,419,12,25,15,85,78,7,5,20,155,24,1,1,13,0,1,0
137,180687,1,3,,1,23,120,124,501,10,27,8,92,85,4,4,23,160,23,2,0,10,3,0,0
138,180692,3,7,,0,27,169,130,506,13,24,4,110,106,8,7,11,119,25,10,0,8,2,0,0
139,180686,9,5,,0,18,129,109,382,6,10,19,76,74,6,4,16,93,10,3,0,10,0,0,0
140,180686,4,5,,1,23,116,92,257,4,10,7,79,74,5,5,7,111,10,10,1,10,0,0,0
141,180693,1,3,,0,30,143,115,651,15,24,9,77,74,4,4,16,161,25,3,0,10,1,1,0
142,180693,9,4,,0,26,169,147,708,14,25,17,109,101,5,4,12,104,24,5,2,8,1,0,0
143,180683,3,6,,0,26,116,93,237,0,14,2,75,71,6,6,7,147,24,3,2,12,1,1,0
144,180683,9,3,,0,11,149,140,344,1,24,11,98,94,5,2,18,94,14,5,1,11,1,1,0
145,180685,2,4,,0,24,136,117,438,4,21,14,92,89,4,2,14,97,9,3,0,6,2,2,0
146,180681,9,6,,0,29,156,123,418,4,21,19,87,81,14,14,14,112,12,2,0,18,2,0,0
147,180685,20,3,,0,27,102,90,276,1,9,6,68,64,10,9,10,118,21,8,2,10,2,0,0
148,180681,2,2,,1,25,130,103,389,6,12,9,73,67,6,6,21,135,21,4,1,11,2,1,0
149,180684,2,3,14,0,16,107,103,410,6,15,3,77,72,9,8,7,118,10,4,1,11,2,1,0
150,217023,4,5,,1,21,114,86,235,4,9,4,71,66,5,3,15,123,17,6,4,14,3,0,0
151,180684,4,5,17,0,21,132,115,406,6,10,6,90,83,5,2,9,115,15,4,0,8,3,1,0
152,217023,5,3,,1,23,100,103,251,5,17,4,83,76,6,6,20,91,9,6,0,8,0,1,0
153,203143,1,6,,1,30,71,50,203,2,8,3,36,33,7,6,9,157,25,9,2,12,2,0,0
154,180680,20,1,,0,15,144,110,248,1,12,12,77,76,4,3,18,198,18,6,1,7,4,1,0
155,203143,6,1,,0,14,222,153,595,8,25,15,112,110,2,2,16,53,8,5,0,8,1,0,0
156,180680,3,4,,0,28,192,158,351,5,18,5,128,126,8,8,10,117,12,7,0,12,2,0,0
157,180679,4,3,,1,32,121,109,224,2,14,6,88,83,7,4,11,135,21,6,2,10,4,1,0
158,180682,1,3,7,0,27,155,106,530,9,19,10,73,71,6,5,9,164,26,6,1,11,1,0,0
159,227311,9,5,,0,23,166,131,363,5,31,10,98,93,9,8,12,117,14,1,1,15,1,0,0
160,180679,1,4,,0,32,118,132,350,3,21,9,91,87,9,9,14,145,14,3,0,9,2,0,0
161,180682,20,2,10,0,16,154,127,285,11,26,9,99,94,2,0,18,113,19,4,1,7,3,0,0
162,227311,10,4,,5,27,103,100,399,8,14,6,78,77,3,3,8,148,31,2,3,9,2,0,0
163,203141,1,4,,0,27,142,86,375,7,24,7,56,52,7,7,13,162,13,7,0,18,1,0,0
164,240813,12,8,9,1,22,74,74,183,0,6,7,53,50,0,0,13,94,11,7,0,7,2,0,0
165,203141,15,4,,0,24,166,138,417,4,13,15,104,102,3,3,12,85,24,6,2,9,3,1,0
166,240813,25,6,16,0,17,118,80,326,5,11,3,58,57,0,0,15,78,6,5,2,11,1,0,0
167,217021,20,4,,0,20,128,82,257,3,4,7,70,67,3,3,17,122,17,8,0,10,5,0,0
168,218865,4,3,,0,21,76,80,178,5,17,2,72,70,5,5,18,121,19,7,1,11,6,0,0
169,217021,5,1,,0,17,119,107,471,9,17,6,85,80,7,6,17,97,4,7,2,11,3,0,0
170,218865,8,2,,0,31,180,122,495,10,19,14,89,85,3,3,20,98,17,8,0,6,1,0,0
171,208369,3,5,5,1,34,113,96,353,3,14,8,77,74,6,5,7,138,19,4,1,9,4,0,0
172,218863,4,0,,0,15,156,121,574,5,33,20,79,74,10,9,20,90,16,7,1,14,5,0,0
173,208369,6,2,10,0,25,198,129,494,8,19,14,97,92,3,1,10,106,14,2,2,10,1,0,0
174,240807,12,3,12,0,19,87,67,92,0,8,5,58,54,0,0,10,145,34,8,0,11,3,1,0
175,218863,14,4,,0,28,104,102,478,6,16,18,62,59,5,3,15,105,33,3,3,9,1,1,1
176,240807,23,6,12,0,15,180,121,426,4,34,10,102,100,0,0,16,89,8,3,0,9,1,0,0
177,209471,2,2,,0,16,113,96,359,7,23,10,63,60,10,10,13,86,9,8,0,18,1,1,0
178,209471,16,5,,0,8,80,81,272,1,9,6,55,53,3,3,11,95,23,3,0,11,7,1,0
179,208367,3,4,,0,20,186,145,669,24,32,9,109,104,13,12,13,100,11,4,1,19,1,0,0
180,208367,81,1,,0,18,71,82,277,3,11,4,61,57,1,1,17,178,32,5,0,9,1,2,0
181,203139,1,3,,0,18,141,113,378,8,22,2,86,82,7,6,12,105,1,4,0,19,1,1,0
182,203139,5,4,,1,25,57,82,237,3,1,4,62,60,10,10,14,128,22,3,0,13,0,1,0
183,207977,10,6,,0,10,125,113,392,6,14,12,86,84,5,5,14,74,19,5,0,9,2,0,0
184,207977,6,3,,0,13,93,68,304,8,19,9,53,51,7,6,9,117,14,5,2,8,0,2,0
185,207969,8,4,,0,33,235,162,611,7,31,16,104,93,4,3,22,75,10,8,0,10,3,0,0
186,207971,5,2,,1,19,212,195,586,4,32,10,159,151,5,4,20,153,20,3,0,13,0,0,0
187,207969,5,1,,1,28,84,80,282,7,10,1,49,47,6,6,20,155,31,10,1,13,4,0,0
188,207971,6,2,,0,22,171,130,409,4,20,7,104,98,2,2,15,252,32,3,1,8,1,0,0
189,207975,5,3,12,1,18,140,123,420,10,19,10,80,76,8,8,13,105,23,4,0,12,3,0,0
190,207975,8,2,10,0,18,187,127,516,15,23,11,76,68,2,2,19,127,19,4,0,14,0,0,0
191,207973,10,3,11,0,9,156,123,505,13,19,18,93,85,7,4,20,97,23,4,0,11,3,0,0
192,207973,8,2,11,0,17,176,108,610,15,23,15,64,60,2,1,15,122,19,9,1,9,1,0,0
193,207955,6,5,,0,19,162,123,248,0,21,9,102,96,6,5,15,80,6,8,2,8,4,0,0
194,207957,5,2,,0,43,71,69,264,3,8,3,47,44,9,8,17,82,13,7,0,16,2,0,0
195,207955,8,5,,0,23,92,64,173,1,6,1,52,50,4,3,13,146,21,6,0,10,3,2,0
196,207957,10,3,,0,35,73,84,223,2,13,3,66,62,6,4,19,52,8,3,1,16,3,0,0
197,207965,8,4,,0,32,93,92,400,5,15,8,52,49,6,5,14,108,12,7,2,13,2,0,0
198,207967,6,5,,0,8,153,110,420,9,17,5,90,88,2,2,12,75,13,4,2,11,3,0,0
199,207965,10,3,,2,29,116,108,191,1,12,5,76,72,8,7,21,62,15,5,1,15,1,0,0
200,207963,6,4,,0,24,151,129,578,9,25,11,94,88,2,2,12,81,10,4,1,7,3,0,0
201,207967,10,3,,0,19,91,77,344,8,13,7,57,55,0,0,9,132,17,8,2,3,3,0,0
202,207963,5,6,,0,29,71,68,235,6,10,1,54,47,5,5,15,147,25,6,1,14,0,1,0
203,231351,6,3,8,0,9,215,165,589,7,31,12,138,130,3,2,19,98,16,1,1,12,1,0,0
204,231351,8,1,11,0,14,169,102,375,6,16,11,74,67,1,1,15,175,31,6,1,11,0,1,0
205,207959,8,4,10,0,23,193,126,572,14,22,19,79,72,10,9,12,109,10,4,1,14,0,2,0
206,207961,10,5,,2,30,143,116,389,10,18,15,77,75,5,4,13,65,14,3,0,10,3,0,0
207,207959,6,2,12,0,8,136,98,397,4,10,12,81,74,4,3,18,108,22,3,1,10,1,1,0
208,207961,5,4,,0,31,83,75,332,4,14,7,50,47,4,4,10,101,18,2,4,12,1,0,0
209,209465,5,1,,0,20,145,132,488,12,21,12,93,89,4,4,16,148,16,2,0,18,0,0,0
210,209465,2,2,,0,8,161,151,289,6,16,18,115,107,6,4,16,144,21,6,0,13,2,1,0
211,209463,10,2,12,3,20,107,99,311,5,10,12,75,71,2,2,11,136,8,4,4,12,2,0,0
212,209463,2,4,8,1,17,140,130,338,5,8,12,95,89,7,6,17,98,10,5,0,15,1,0,0
213,204107,11,0,16,0,25,91,99,265,4,12,2,72,70,0,0,9,61,9,7,0,7,2,1,0
214,193513,6,2,,0,16,193,158,549,7,18,17,97,94,3,3,17,71,7,6,1,14,2,0,0
215,204107,2,0,7,0,20,87,95,516,9,9,11,45,42,0,0,16,94,12,10,1,12,3,0,0
216,193513,9,3,,0,20,81,74,234,3,7,5,47,46,4,4,18,138,18,9,1,14,1,1,0
217,209461,25,5,,1,7,147,122,499,11,18,11,102,97,2,2,21,73,23,7,1,13,2,0,1
218,209461,2,4,,0,20,96,72,322,3,23,6,47,46,4,4,16,147,18,11,1,8,2,0,0
219,211263,10,1,,0,23,55,48,264,6,10,5,31,29,5,2,10,115,26,3,2,11,4,1,0
220,211263,3,5,,0,29,155,114,479,9,26,3,97,93,6,6,10,43,10,11,0,13,0,1,0
221,180669,9,5,,1,19,102,103,468,8,20,15,66,63,4,3,8,130,19,3,2,12,2,1,1
222,180669,20,4,,0,14,160,122,424,3,19,10,88,83,3,2,17,107,20,6,0,11,0,0,1
223,175515,9,2,,0,26,140,99,310,2,18,12,75,67,5,3,14,79,6,7,2,11,2,1,0
224,175515,5,4,,1,26,95,79,171,1,6,2,65,60,5,3,15,106,18,3,2,12,4,1,0
225,182528,20,7,,0,29,95,106,349,1,12,11,71,68,8,7,14,79,17,3,4,12,5,0,0
226,182528,10,4,,1,34,67,76,179,4,17,2,61,57,3,1,12,110,12,7,0,9,4,1,0
227,186197,4,5,,0,21,119,111,390,7,15,9,92,83,3,2,10,137,14,3,0,9,4,1,0
228,186197,6,3,,1,21,167,136,698,13,14,11,98,92,7,6,16,118,15,2,1,10,2,1,0
229,180663,4,1,,0,19,168,146,495,14,26,11,97,88,11,9,22,79,14,12,1,15,2,0,0
230,180663,16,0,,0,18,62,81,325,3,14,8,55,50,1,0,16,136,26,8,2,8,5,0,0
231,174682,3,2,,0,24,136,113,294,3,14,5,98,94,7,6,15,165,22,5,1,13,1,0,0
232,174682,8,2,,0,18,209,147,535,6,22,9,123,114,2,1,19,137,14,5,0,5,1,0,0
233,180661,3,6,,0,24,152,132,422,12,16,8,97,91,3,3,16,57,15,4,3,7,1,0,0
234,180661,6,3,,0,21,105,76,361,6,15,12,44,42,3,2,10,137,16,5,3,6,1,1,1
235,183410,25,1,12,0,19,92,84,420,13,20,10,47,45,0,0,14,105,24,9,3,9,3,1,0
236,183410,11,2,10,0,16,100,100,463,8,24,4,79,75,0,0,18,62,20,6,2,15,3,0,0
237,195325,11,5,7,0,22,134,114,394,2,16,10,87,84,0,0,21,77,17,6,0,11,2,0,0
238,195325,25,2,11,0,21,84,87,248,5,18,6,54,52,0,0,12,103,16,6,2,8,1,0,0
239,175506,5,3,,0,23,76,69,323,7,14,1,41,39,12,12,9,115,18,5,1,18,0,1,0
240,175506,15,3,,0,14,139,120,526,9,18,19,84,78,3,3,16,55,14,2,0,8,0,1,1
241,172097,8,4,,0,44,116,82,535,13,21,5,46,42,3,3,9,121,25,6,1,13,1,0,0
242,172097,9,1,,2,36,121,104,269,5,25,9,81,78,7,7,11,74,21,7,0,21,6,0,0
243,173968,11,4,12,0,13,101,84,238,2,12,3,74,67,0,0,14,79,10,5,2,3,1,1,0
244,173968,3,6,6,0,20,86,75,212,3,10,4,58,54,0,0,9,112,12,9,1,6,4,0,0
245,133796,9,3,,0,30,148,133,517,5,16,11,112,106,1,1,12,69,8,12,0,10,6,0,0
246,133796,2,3,,1,28,72,70,276,5,8,5,60,53,3,3,21,124,16,4,1,8,5,0,0
247,133794,20,7,,0,19,140,105,430,2,15,7,88,81,7,7,16,112,9,4,1,11,1,1,0
248,133794,3,6,,0,29,119,96,281,0,9,1,91,90,1,0,9,114,15,8,0,5,4,3,0
249,133784,20,1,,2,28,159,133,535,8,14,17,102,98,2,1,12,120,18,6,2,7,1,1,0
250,133784,9,3,,0,22,160,116,495,4,17,12,87,86,4,4,18,131,14,10,0,9,4,0,0
251,161869,4,5,12,0,42,128,89,320,4,9,4,82,76,3,2,8,113,19,5,0,16,7,0,0
252,161869,6,6,14,1,38,183,120,599,8,19,8,86,83,3,3,11,90,9,3,0,10,0,0,0
253,133782,4,1,,0,15,215,161,445,7,22,8,124,120,8,5,14,91,9,5,0,12,3,0,0
254,133783,1,4,,0,21,221,153,655,12,22,18,109,102,1,0,20,82,13,5,1,11,2,0,0
255,133782,3,3,,1,24,85,87,301,4,9,3,70,66,5,5,9,200,22,6,1,9,2,2,0
256,133783,2,2,,0,32,86,77,273,5,13,8,61,52,4,4,12,136,22,5,2,9,2,0,0
257,154683,2,7,12,0,21,99,92,374,2,12,5,73,64,10,8,13,72,14,8,2,17,2,0,0
258,161868,4,0,11,0,17,147,124,461,7,23,10,102,97,4,1,21,78,19,3,1,16,1,0,0
259,154683,16,5,25,0,31,94,76,366,3,15,12,58,54,2,2,9,77,12,6,1,6,3,3,0
260,161868,8,4,12,0,29,138,87,444,8,19,10,53,50,1,1,10,155,23,14,1,11,0,1,0
261,157422,9,7,9,0,27,61,44,212,3,7,3,33,26,9,6,21,153,15,6,0,12,0,0,0
262,157422,15,2,13,0,25,165,140,566,4,14,13,114,110,7,6,13,46,7,4,3,12,3,0,0
263,153977,1,6,14,2,23,120,87,438,10,17,7,68,64,6,3,12,111,18,4,1,11,2,1,0
264,153975,1,3,14,0,18,164,123,434,2,14,12,94,89,4,3,18,136,22,5,2,12,0,0,0
